views;respects;tot_recommendations
114878;105;411
9599;10;49
11641;13;353
1216;1;68
26137;41;484
9961;36;4
3894;5;404
29134;62;7
187996;104;436
7807;19;427
4260;14;344
4278;5;361
4260;11;408
6568;27;323
10832;13;316
14194;30;420
39956;31;379
34400;21;0
48163;56;0
37999;31;0
130477;226;0
9463;12;411
6730;24;393
5986;14;1
16684;44;316
3152;11;11
1582;4;352
1788;1;352
28385;71;394
209909;331;36
13136;19;362
27887;15;677
27640;24;458
44572;64;118
4264;13;316
16137;11;369
10903;12;7
69910;49;0
7195;28;392
24271;35;0
9630;21;326
68487;98;397
3111;10;0
125498;39;70
2120;8;66
3736;11;344
4981;14;316
5569;13;95
4980;13;406
21166;45;353
5635;24;321
21816;23;10
3736;12;322
32812;19;10
26107;44;10
2842;3;25
13981;9;477
3154;3;458
60100;56;44
55402;131;31
32372;61;316
8083;33;319
13988;23;349
20668;10;479
28667;46;45
10527;48;36
15688;17;384
4282;5;47
12489;53;321
8525;20;338
2740;4;102
1827;2;316
6285;21;67
21630;78;11
7482;17;418
6785;4;341
7207;19;431
94622;69;406
10044;13;350
4120;9;90
81112;50;418
20419;15;411
28454;126;316
35180;42;378
197535;40;406
1742;14;47
132426;221;492
5355;5;337
51734;36;435
2236;14;316
31006;35;458
11141;32;70
5977;13;111
13438;25;0
4066;13;45
1672;11;81
11207;14;434
29134;70;316
10286;16;69
15977;25;0
8054;11;370
7916;23;39
11421;21;22
9713;27;335
2484;6;316
8859;13;406
12700;28;0
5136;13;316
7720;17;48
16314;39;316
5272;12;46
13198;19;350
25647;99;316
13970;20;316
16913;26;392
52291;277;316
25150;28;20
13447;30;349
54287;33;320
7501;6;30
1275;1;361
46175;113;9
3636;4;11
43327;107;361
1693;1;353
3422;5;36
7969;9;316
5979;12;201
6343;24;57
3832;8;0
4585;9;316
8430;19;316
42580;43;317
11704;20;36
4864;13;31
8061;16;0
11225;9;514
7414;13;361
4276;12;12
23448;44;465
8161;7;352
16626;18;22
3216;7;349
26068;139;36
4387;5;335
5917;42;7
5314;16;0
6150;10;84
3553;3;120
12481;26;0
2441;4;0
3854;7;0
10533;26;316
19017;60;2
9234;9;349
3271;3;36
32122;89;22
6258;22;388
7720;32;366
8695;24;817
3580;4;448
4488;3;65
7859;7;316
4836;10;387
15190;38;110
82920;104;324
4157;6;316
20467;26;316
1538;3;316
8497;12;59
12765;23;41
27839;22;31
2492;4;321
3948;5;438
16999;28;368
2415;3;36
9307;27;316
5221;8;361
7829;14;129
17478;34;31
5393;6;0
16161;13;10
56092;37;316
6475;4;28
21018;18;325
26644;46;138
11704;7;333
4704;13;333
3670;9;381
3011;5;316
97360;136;38
5931;12;316
24403;64;89
69103;91;0
17348;20;352
3452;13;81
20761;27;394
5998;6;361
38513;165;41
20479;41;84
8966;22;406
19560;47;317
32677;18;73
154381;65;436
9098;12;346
2504;2;361
65057;34;321
6178;9;127
33782;35;450
3621;10;2
21741;33;42
3740;5;316
306520;154;406
10957;25;316
4146;4;140
1067;0;316
37600;42;335
17159;53;73
26644;29;384
6724;11;50
4672;8;325
5399;8;0
156622;262;36
4963;3;316
55821;277;316
24404;120;0
4735;6;0
3154;4;316
8285;20;36
22411;20;2
4981;7;415
80927;146;21
10436;20;154
4999;4;316
19923;87;352
2482;15;316
28139;54;325
1699;5;36
183763;162;431
11332;21;316
59017;157;147
35843;69;10
13696;19;457
2479;9;316
12949;19;349
9108;15;135
8965;12;129
7181;6;443
5703;7;361
14471;12;408
34549;60;126
18826;37;382
4918;9;391
1428;0;56
5619;9;466
17431;19;427
1347;3;22
53785;27;356
5630;3;380
6887;12;326
22162;59;22
7071;11;316
33367;45;316
4329;9;38
4172;7;316
4538;10;29
1722;2;24
4072;8;316
6475;19;316
77938;125;86
9098;20;0
26396;29;316
2893;7;347
27889;62;0
10210;18;80
6038;7;321
4506;5;316
4013;8;328
13452;31;316
20668;35;373
13696;14;321
6304;18;316
16619;48;473
7117;9;0
10459;10;438
7431;6;316
3985;7;329
3131;5;39
5958;11;316
29838;42;22
4388;11;137
25478;53;22
5728;12;25
8075;21;321
31763;26;388
30904;22;424
36195;124;23
3672;22;0
129481;37;366
2139;0;53
5661;13;316
70219;154;316
6475;35;2
50050;77;361
6973;6;327
24903;67;444
5028;5;2
2607;3;316
70966;62;374
6368;14;49
4217;11;8
3239;3;57
2161;2;340
6461;14;361
6775;13;56
3839;16;12
6080;20;325
4012;18;7
5068;4;399
11502;24;0
2724;2;36
4424;6;99
4850;10;316
1993;4;155
81673;50;108
16436;31;316
20668;38;22
11147;19;0
8055;13;411
6344;14;45
3095;6;36
7222;20;363
35956;28;335
5930;7;321
11704;10;327
11974;34;349
107468;18;327
30466;43;407
24385;39;406
13448;20;22
26257;27;81
10970;4;316
9468;10;394
13696;8;318
74207;100;370
23158;30;316
590131;219;24
210407;114;321
8465;20;45
4907;9;36
8677;18;26
36679;31;17
5504;14;11
10614;24;19
9272;26;316
26894;23;321
5610;8;316
11953;21;9
29632;24;335
6638;23;0
18179;16;316
15307;60;10
3733;10;340
2766;1;460
15771;27;0
5678;3;316
31126;21;316
5501;23;4
28137;83;316
1971;3;338
25399;40;0
9120;28;49
69223;68;316
10146;50;40
17183;24;325
2612;5;415
22660;31;67
55350;158;46
14697;26;316
7541;8;316
2771;9;316
23380;36;10
42580;41;370
4919;9;110
6209;5;47
6226;12;0
1568;5;0
12485;36;66
11035;15;366
6179;5;347
36854;19;325
3431;16;386
7538;19;316
13747;22;406
26147;10;324
17487;56;4
35110;54;316
102342;148;442
13061;29;366
28260;17;425
6724;13;97
4850;16;11
2186;4;321
2255;6;316
1945;0;11
20170;9;425
9441;14;332
4225;4;316
7158;23;316
14047;22;97
4142;16;411
14444;17;316
36874;15;335
36106;33;316
85229;37;321
5041;6;316
25045;15;333
4699;8;335
107818;156;49
5728;10;4
29781;58;1
12112;34;400
176417;111;406
3399;25;378
29987;89;316
10822;18;406
18676;32;316
25897;32;316
14877;34;36
35554;92;16
1990;4;10
2728;2;21
4359;10;45
9776;28;415
52291;24;372
2563;3;316
5315;13;432
4924;9;10
7186;11;321
8218;14;349
1949;2;5
5728;13;65
3529;3;316
1247;5;10
4483;12;316
3284;7;41
4483;4;316
2366;3;33
2297;5;413
6418;8;350
9180;18;69
5029;13;319
7529;13;407
5162;4;316
3457;13;22
10319;24;77
58755;65;349
32122;31;459
6570;16;36
8261;28;40
7224;10;0
5534;7;24
3251;7;339
57769;23;406
59920;76;22
32350;25;316
1686;1;393
37895;88;316
10459;24;476
1326;4;349
22909;13;325
72460;22;316
16447;43;330
4610;12;36
5329;22;11
36853;105;333
5546;9;15
10175;33;140
3027;11;0
8681;9;56
13696;22;151
3731;11;11
12451;7;328
21664;40;316
82422;87;129
2794;6;95
3482;8;94
11455;9;446
21664;22;62
352585;1929;7
5440;5;81
25650;87;424
4016;13;336
94045;23;341
25897;69;451
25604;51;81
15688;12;415
10072;6;425
5444;3;361
2199;7;11
5701;21;51
20562;15;383
13550;26;45
8314;22;425
4706;4;461
27142;19;411
24652;21;36
37351;54;22
8808;15;372
2832;4;36
4037;13;361
11927;18;39
3615;13;50
67231;35;125
4817;11;22
5698;14;47
3920;5;386
11262;14;325
11455;18;100
11826;24;363
12452;24;0
18384;92;316
27142;62;316
15178;18;139
26230;15;417
2084;2;380
21883;20;4
78934;242;32
2714;5;22
9997;31;316
6826;21;369
16186;20;330
4585;9;53
12452;17;96
5899;14;14
2336;6;75
4242;15;133
7849;14;84
32902;58;364
56275;60;45
27391;70;54
10211;16;7
10227;31;316
10823;49;316
13852;29;316
20005;15;316
79930;134;415
14998;29;36
7102;23;316
8236;6;201
45761;47;419
4420;11;105
19424;39;316
13689;16;394
13447;37;321
4463;5;0
3890;6;83
8716;11;370
30040;11;321
14695;41;2
592123;353;394
7720;26;316
8293;11;129
90886;195;515
18427;55;155
5186;9;469
15972;20;119
11969;15;120
25722;45;45
3384;5;36
6114;12;361
15892;65;73
6416;18;316
2942;4;323
6750;13;45
1752;6;318
7010;20;321
19922;26;408
11953;18;0
11045;22;11
21664;114;316
4995;9;400
2391;6;11
4301;10;361
6748;24;316
15220;24;75
44077;61;33
4034;5;11
5844;10;428
1672;6;73
1346;3;28
2592;7;11
3689;10;401
3072;8;335
5042;4;335
5184;11;325
6346;10;389
14155;34;10
11455;22;0
11977;46;316
11729;20;81
18360;23;406
11133;11;444
7473;20;425
11668;16;438
2926;5;0
29632;63;316
35110;41;0
26644;114;45
4995;12;316
11456;23;323
3985;7;363
8938;11;36
7720;26;316
31518;152;327
224850;287;32
32478;74;11
3096;3;132
19970;38;316
2289;6;316
10215;15;393
34612;31;333
17322;48;373
5241;13;36
7835;16;377
7471;19;370
4079;7;335
14815;34;316
4835;8;2
3737;17;0
12980;26;316
6292;6;335
5728;13;56
9714;33;344
10708;74;11
13824;36;402
164839;391;323
12859;58;41
2095;2;335
3509;15;354
2341;3;61
12833;22;28
5744;3;50
31875;28;462
6291;29;67
72964;196;316
31805;36;316
15110;37;38
10223;28;316
9961;24;334
7882;19;316
4265;12;32
85050;144;316
7635;17;386
162820;263;379
1609;8;7
15430;41;119
8965;11;36
11140;30;375
14194;36;394
114043;139;81
3703;6;11
5090;12;381
2776;6;316
18427;63;316
4112;13;11
47435;122;81
25648;23;68
22661;14;0
6387;12;0
1693;1;316
1693;5;10
4461;9;11
3472;5;316
21641;15;316
10210;39;7
11206;14;465
15445;29;2
6838;12;349
72460;117;489
4115;6;11
4732;14;325
4203;13;163
17432;8;36
29099;44;68
3529;16;27
18076;28;473
14760;18;101
4732;11;370
28592;25;368
7112;5;75
9077;16;111
346858;948;416
6969;11;10
3258;11;14
11903;73;61
3847;10;102
5479;9;11
6192;10;10
2989;11;361
6273;9;404
31126;94;321
14363;27;31
36553;48;31
20213;25;316
29633;89;316
4532;25;368
13311;58;94
4938;11;11
4135;8;31
82670;137;361
47560;66;369
116936;120;354
1707;6;316
2677;6;316
3450;11;494
5119;8;316
4643;6;341
24902;55;316
3025;4;316
9214;8;362
3723;12;93
2332;5;323
22162;73;27
14023;13;36
26893;34;316
2734;11;22
10034;22;2
63375;182;323
36303;17;361
5481;15;386
3583;8;10
10085;17;330
18676;41;448
14221;38;330
63417;45;90
8717;24;135
7545;15;363
25019;67;359
9961;9;319
68551;97;316
5394;2;2
19921;62;369
2377;5;205
54784;81;316
26644;89;22
5935;17;328
1912;14;57
62749;27;361
39094;11;361
27640;42;60
5479;27;316
31420;46;0
5230;7;126
10708;34;316
1477;4;41
5310;11;321
39593;230;32
5556;22;349
74842;33;456
8714;4;22
26395;24;17
23916;21;7
11455;27;316
15448;33;64
6996;11;377
12006;30;361
15439;49;441
3295;8;372
5684;2;421
2430;8;448
8716;18;322
7561;22;316
58950;94;318
1912;4;316
1312;7;75
13603;15;11
2182;7;316
4454;8;342
12424;36;2
6724;32;366
19423;79;326
7471;14;406
39592;15;2
4483;10;22
15364;24;344
4483;6;382
5538;16;383
16310;54;362
3080;7;342
2847;9;440
1881;3;488
1929;6;472
1866;6;379
7826;6;76
4925;12;361
3545;2;81
3476;5;316
30877;21;371
5977;14;411
2669;8;412
3170;7;442
5479;20;338
2312;7;87
1922;20;417
12681;13;22
2874;1;347
4483;13;38
30097;59;316
75697;115;316
6870;23;129
2326;8;316
1147;1;5
1229;2;5
961;1;5
24652;84;321
18676;18;321
12784;26;361
8604;23;2
5977;12;361
9380;18;319
7969;11;434
6552;8;67
4442;6;397
7287;4;316
10023;44;321
4896;7;32
2222;9;452
17431;13;131
5582;16;14
2537;5;341
63342;110;25
3064;9;475
22552;82;58
18179;32;331
3389;6;132
9665;32;316
9331;22;321
7291;21;316
16231;22;89
5411;12;316
3737;8;316
2974;3;2
4418;10;316
19921;27;2
3602;10;2
2138;9;325
23571;43;41
6026;20;12
16934;25;22
10491;36;361
15190;36;410
3901;2;10
2175;4;434
2757;23;43
14532;38;316
1830;5;405
7223;10;316
8264;30;36
5496;12;145
2103;4;0
4475;7;361
3525;8;61
48059;56;426
2167;11;374
7071;53;330
2578;7;108
13696;26;466
10656;28;22
2929;15;316
9606;30;451
4637;18;19
107321;313;11
4747;12;316
13311;30;11
1627;4;14
1407;2;11
10651;24;11
18427;25;11
3248;7;19
5449;17;182
3866;10;11
10368;13;16
11206;15;19
8717;34;322
45462;23;327
3618;6;316
22393;25;11
1291;0;4
893;2;4
1387;0;4
8457;12;389
1753;2;11
21112;41;134
1583;10;133
18925;29;36
7044;20;316
2049;3;391
10318;20;316
14092;40;67
18676;50;406
18488;19;406
26547;45;11
6475;29;53
85249;96;389
3360;4;11
4733;7;36
12973;15;345
20099;34;316
7796;17;350
2635;8;316
9281;34;11
10982;24;321
9227;10;388
13382;5;11
13861;11;38
13414;21;15
6848;16;36
34861;179;316
942;0;391
11953;15;11
19636;44;417
10958;32;316
4490;8;130
4483;1;91
3336;3;4
45519;81;421
15955;70;90
3966;5;339
23656;78;155
4590;13;157
77191;119;36
13405;32;316
3985;19;36
5170;6;344
28601;59;36
2395;18;316
7969;14;11
39841;40;453
6605;8;318
3985;7;11
4624;1;10
11093;20;0
1682;4;380
968;4;22
6724;44;319
8649;15;39
9055;15;77
9702;29;316
86405;63;148
7909;17;7
13447;14;335
16752;25;87
33118;52;462
8322;16;96
47311;37;318
4154;1;4
26014;39;354
9463;42;316
3734;12;324
3317;12;3
2462;4;4
19949;9;4
13291;8;337
178036;209;316
5358;1;457
9712;32;45
8540;22;78
2693;9;322
8703;9;36
67231;31;42
5360;15;316
2145;8;1
2556;6;14
30132;38;415
5629;18;22
4866;17;16
23429;51;0
116783;181;130
5948;25;316
9651;75;335
5662;21;0
3312;9;316
2303;16;133
5208;12;72
1781;0;316
15045;39;324
2727;5;10
3765;23;406
21516;41;441
22766;31;316
4359;8;11
11311;20;58
11603;10;141
4871;4;7
70179;44;421
6944;15;8
54491;13;316
4960;15;11
10137;15;10
6414;19;344
89145;97;332
2289;4;22
13467;31;4
5100;11;43
34114;45;316
1266;4;10
3488;4;36
1721;3;47
8469;25;352
6313;9;12
16436;31;328
29963;25;368
49303;28;91
17101;29;316
5333;14;388
8934;17;316
21453;32;361
26146;39;316
6114;12;11
16829;38;4
8965;22;327
7260;33;22
50715;51;378
43576;55;377
1819;6;11
6475;9;41
21913;13;330
23905;35;36
10303;17;418
23994;24;330
1744;3;88
7944;26;96
10404;23;0
18925;21;81
38845;70;0
415333;242;361
12860;20;406
3827;2;5
8418;8;406
9541;24;4
8467;5;320
2665;2;321
5230;10;316
30284;105;11
11866;11;2
3759;12;60
3566;6;92
15439;30;45
36106;10;429
52999;96;48
16933;48;7
3185;6;321
448450;359;406
7197;35;316
25150;45;316
27087;49;384
4339;23;23
10672;43;316
2286;11;325
4643;11;22
46902;153;5
2028;1;64
20015;24;339
11551;21;320
2358;4;11
1198;3;11
1195;1;11
7032;30;316
5515;17;316
8935;13;316
45817;136;11
27889;70;36
4645;10;316
5288;5;41
77191;206;316
6973;6;316
2467;8;11
12533;18;22
19921;21;455
54283;177;316
9044;18;333
187996;152;438
3741;6;338
5450;10;15
8592;19;349
4877;18;347
6088;26;321
4884;11;11
5341;7;356
19044;43;70
40090;106;476
54081;68;427
2809;4;57
80431;72;45
3448;4;36
5014;16;66
22408;81;375
58765;205;2
12202;23;16
19585;43;324
7888;4;55
4732;9;84
4483;8;144
66434;28;36
3488;10;84
9778;11;336
1622;7;10
9616;18;316
5518;11;11
2822;3;55
1294;3;11
1747;3;28
2870;10;92
9646;19;0
1659;2;10
1834;1;316
3619;5;361
2054;5;113
3679;3;29
2428;3;55
2682;2;16
8603;25;352
21913;18;11
17908;10;389
1180;2;55
3780;2;104
5474;9;38
5267;8;81
6217;14;349
27391;51;372
116035;125;402
6348;10;316
9818;21;92
7169;30;78
1574;0;57
8182;18;380
16933;43;382
2875;2;15
99851;72;55
17903;35;335
3985;7;413
20170;12;316
16435;14;126
6864;9;369
4944;5;341
22180;38;51
10459;36;316
8067;12;316
4642;6;16
10630;19;36
3616;15;102
8344;18;424
7222;15;412
19921;37;60
10838;32;421
41074;127;342
16612;7;10
1985;2;431
3260;3;19
19048;33;328
5230;20;48
22162;6;10
11705;29;101
13198;28;100
20170;29;425
7624;24;10
2162;4;328
25153;73;6
27391;32;393
3600;16;7
4672;20;316
7050;16;18
24403;130;17
48215;62;36
115289;211;63
6470;13;316
200446;398;11
159859;225;324
8969;26;352
34285;76;32
2491;6;127
3623;2;417
8848;26;37
16907;18;125
24155;154;61
22580;63;403
9740;12;361
56275;42;319
35858;60;332
2242;1;64
12958;23;85
28387;17;316
101943;207;412
3898;6;418
6136;13;357
13697;13;190
9617;36;323
5147;23;392
27889;12;126
4302;14;376
6006;8;69
20757;29;420
8570;23;70
4761;15;56
2439;5;325
2946;1;320
22865;3;320
3878;3;320
3663;4;99
2242;2;10
6055;12;11
15388;35;354
8326;12;364
71464;189;338
4483;8;378
6100;14;366
3985;5;36
91384;151;316
12451;5;90
44130;48;325
1993;2;4
16416;40;22
18180;34;11
11136;17;316
4548;10;81
4519;15;378
16684;26;490
156871;46;359
4732;15;10
2353;6;10
25790;58;22
29134;30;92
32372;51;41
11092;17;22
10448;25;11
7610;13;466
9025;16;316
3186;3;4
64742;88;316
5296;12;56
17108;29;46
20468;28;383
37343;29;325
2705;2;157
23311;23;22
24653;30;316
6254;32;398
15451;32;318
18310;24;333
3985;9;10
5964;17;36
1335;2;316
7471;44;10
7720;20;316
31377;46;36
37686;104;331
72062;108;316
1307;1;2
6475;19;321
14443;9;120
47853;169;40
3710;6;316
5532;7;361
1650;2;13
22660;59;395
1540;2;0
10268;14;22
29881;51;36
4359;14;316
3333;3;425
10044;17;55
1672;6;316
9463;32;22
34333;42;378
25217;38;368
16813;11;320
8156;22;368
5479;20;0
17287;28;379
5854;17;43
13198;17;30
3315;5;335
14844;56;0
9393;18;0
39095;71;45
27391;27;90
16449;13;0
31653;63;0
7141;9;100
53039;102;337
25611;23;400
10252;35;316
5034;9;64
79207;73;394
4397;19;316
22899;68;2
185107;251;340
14001;49;17
25649;81;59
9230;20;36
10403;43;409
5230;6;129
6877;13;345
10708;30;9
12795;40;316
73293;69;321
13696;44;370
145168;304;319
106598;251;61
5593;24;353
39094;47;329
23656;49;126
22379;76;0
4968;15;361
9148;20;112
24652;39;11
10747;17;36
11701;65;61
19361;31;389
16231;69;370
18925;46;352
6160;28;5
9819;19;14
24652;60;412
11249;24;321
32049;63;449
4685;14;316
4220;5;0
11441;21;67
32747;78;74
9923;23;40
2213;12;0
1003;4;0
1782;3;0
1798;3;0
1235;1;0
2992;5;0
2385;14;0
1456;1;0
3070;12;0
2442;7;0
1468;3;0
1311;3;0
4414;9;354
1718;4;331
5943;31;335
112808;121;328
7942;13;335
7222;37;85
49554;54;316
13199;24;432
35857;66;410
5479;12;398
71962;64;316
7714;17;120
6272;19;328
33367;51;316
32371;18;316
57520;96;41
8100;8;426
4300;12;0
21167;59;356
2900;6;316
6551;15;130
50548;56;41
914827;246;406
5431936;9109;0
17286;31;0
9961;3;361
5230;16;325
21176;64;320
64411;155;120
3637;9;400
6413;10;331
9532;20;4
1882;5;361
3660;5;23
4554;6;402
12973;84;11
16685;43;316
4737;28;316
32944;53;29
158420;87;415
2448;4;22
10446;50;320
60508;93;349
45959;82;439
9593;37;22
3926;3;342
19516;70;316
5473;6;387
7466;24;26
13502;51;319
40091;32;406
59014;104;323
37102;93;338
5804;21;22
139193;76;385
41077;21;423
16204;22;113
70219;96;335
29735;26;344
2349;9;316
21664;80;316
9992;49;7
12451;41;316
5750;11;363
29232;131;316
17500;98;316
53536;38;316
2319;2;394
13790;40;30
16898;57;78
5471;19;316
7426;24;22
8588;28;36
5100;16;134
43344;65;15
19672;16;416
13945;42;325
4483;8;316
5340;11;91
3950;20;366
2811;4;22
2107;3;36
154630;40;22
15707;24;48
5728;20;316
4319;5;354
5746;11;0
2045;2;338
4156;14;321
45070;24;361
14614;22;411
14724;15;370
9236;66;316
11630;44;339
47989;41;415
7650;15;325
17775;59;22
13696;17;316
1611;6;55
44088;72;356
6228;21;36
9961;21;316
23630;50;337
6168;13;36
15439;26;89
5916;20;335
3795;12;316
3917;7;320
60464;118;349
7296;12;55
10048;32;318
8616;10;316
21294;23;316
17182;30;331
17431;37;76
11704;29;40
9452;21;40
58019;53;324
4484;9;36
2847;11;36
40377;48;320
2914;3;323
5479;15;27
2181;6;53
5226;27;36
15688;40;460
7210;25;323
45323;184;316
32199;83;11
59512;165;22
65240;240;316
4447;10;316
46564;129;365
6376;11;411
10535;48;81
13488;42;81
26147;18;330
39343;55;0
42045;40;26
12854;28;316
2535;14;316
23744;50;367
3639;7;2
4235;10;316
2986;12;85
154630;380;449
64741;106;316
8467;21;316
8218;17;316
6869;21;316
6278;13;316
3238;3;316
12879;28;316
10957;9;316
5479;8;0
2291;9;316
2555;5;316
14431;34;36
5977;17;316
8716;21;0
1825;8;342
8557;17;316
5644;27;22
14209;28;316
7672;10;0
17929;13;0
20957;30;22
60757;39;316
4981;9;344
4424;11;340
12716;32;316
18427;32;316
69970;132;361
14194;13;368
14138;16;316
7720;11;316
35051;46;316
12700;21;316
19862;23;316
15453;32;316
2339;5;326
8300;12;316
13168;34;327
8210;12;316
4194;5;316
1940;2;327
7720;7;107
26951;9;0
3100;6;319
25790;49;318
10843;18;316
96115;189;454
18299;21;102
8484;11;326
62002;90;316
38347;42;36
5698;16;316
3214;8;10
8315;16;417
3968;13;327
12838;58;316
4732;21;22
4717;7;332
44486;34;413
62749;42;316
4348;8;46
14025;21;316
7311;7;316
12336;19;347
4545;8;316
3091;8;316
11206;27;87
12434;19;316
4237;13;393
2596;15;327
6733;3;316
9501;36;22
3072;3;391
27017;29;362
4671;24;6
63995;137;335
6973;4;10
12451;21;26
3978;6;332
94870;152;375
6912;19;38
24154;46;321
4754;9;319
2895;9;352
8122;29;323
5272;7;10
2399;7;102
7352;16;445
19420;27;71
7222;21;316
21542;33;319
21476;53;423
40192;63;7
69223;18;316
7535;22;0
8659;44;11
10460;14;36
4463;6;361
4611;15;0
9017;20;403
4937;11;344
11455;12;0
19376;44;55
2961;4;322
2101;2;331
2491;6;46
12738;12;22
6821;10;33
24176;53;434
2710;6;344
21705;28;84
25644;69;316
34482;55;36
15749;42;325
2238;0;335
1790;4;433
25960;30;43
16684;33;68
9712;22;14
19424;15;382
2951;3;383
5119;16;336
9631;23;55
47560;27;316
30948;53;4
48604;41;361
26178;29;378
7500;15;368
101844;143;396
21415;25;438
13019;15;27
13883;32;10
26395;27;316
1852;3;104
6405;19;16
3898;10;36
18904;49;367
36003;66;316
92380;46;22
4645;11;55
11800;14;406
2012;11;316
3439;16;335
13733;23;74
2638;10;442
12766;27;367
8757;24;316
25291;26;427
22162;45;352
1756;4;316
44519;47;388
114883;34;321
15473;7;0
26119;93;22
5509;9;333
4376;10;64
6749;17;36
7144;35;56
6885;21;353
8460;17;413
14520;17;316
106573;182;45
33765;59;365
1844;4;0
6537;17;11
4379;11;22
16435;23;430
6162;13;393
4358;2;316
2886;3;366
19423;19;366
13198;54;374
8002;19;36
5097;6;316
7036;7;74
5244;20;324
18676;57;321
6933;26;27
181771;190;442
11478;5;344
12092;16;65
9788;25;321
13796;16;11
3617;11;22
29101;39;435
15190;36;39
3854;10;26
134644;112;406
17480;36;36
5790;9;4
3212;15;327
70717;128;92
47560;47;31
6475;13;81
14615;42;445
6321;4;361
5911;10;40
3338;5;371
7720;16;22
76693;131;333
15439;27;36
7279;23;55
8718;15;322
18384;85;45
38966;134;410
124999;90;118
7334;22;316
4718;15;36
15688;10;371
156373;233;36
16727;36;126
51576;106;118
26645;14;316
37973;84;19
7941;39;33
30877;38;316
5978;15;316
54532;123;316
11245;15;316
6663;3;337
12701;12;36
3015;3;316
29284;81;2
3421;4;10
1738;5;67
122011;218;332
35111;11;316
4483;23;36
20039;15;351
21824;19;434
4538;10;316
11401;15;316
15692;22;325
4878;23;36
4531;7;84
6235;10;325
2554;3;81
2606;1;361
42067;24;370
10161;10;316
40838;87;338
7471;10;325
28616;48;386
42082;23;428
59014;35;36
6410;16;11
3177;6;316
3944;5;316
2770;9;316
6776;12;0
8009;18;126
8219;31;427
30420;61;104
18742;8;446
11704;18;406
4199;16;11
4563;7;434
6944;20;14
19174;26;316
83914;110;406
26097;14;316
2610;9;363
4288;4;0
49054;21;155
40387;53;126
4769;13;326
31769;78;70
9719;14;450
23158;33;155
12035;30;11
9670;12;316
48308;45;36
2023;2;127
4721;1;0
62272;41;316
3116;8;0
8156;15;386
18927;10;361
7391;3;341
35796;17;341
18488;14;1
3873;3;62
18426;13;316
2164;2;316
109561;15;0
13468;12;4
5377;2;316
25314;15;423
2347;2;316
8678;5;1
13945;8;361
7223;3;316
24665;22;316
4882;6;316
5195;7;1
11298;15;4
3307;0;0
5658;7;0
7053;1;316
4308;8;316
5495;17;316
2055;2;316
2439;0;1
12086;8;380
4908;5;358
3955;7;1
2068;1;1
2665;1;1
1085;0;1
4206;8;1
467;3;1
1246;0;1
2346;2;1
2424;7;1
1752;1;1
1920;1;1
11559;9;1
11787;12;316
12460;14;81
5491;10;135
24389;40;22
6325;15;36
5790;10;370
10958;8;316
9481;10;316
17028;18;31
7866;9;373
6143;15;385
3644;7;59
5977;11;316
5195;8;0
5040;9;4
7129;18;5
4441;8;36
2368;1;36
4732;1;36
6293;7;36
27145;27;361
5859;1;36
10676;18;91
2354;3;36
4268;0;36
8281;23;350
9887;8;36
3588;1;36
3736;1;36
2149;1;36
15381;20;328
31624;36;3
29049;29;434
15184;22;117
6965;15;373
64243;114;432
109810;56;482
2243;4;380
108817;262;316
4892;3;361
15624;56;316
3773;16;316
3670;9;392
2838;8;0
4626;12;366
2531;6;316
4451;19;63
2813;5;64
4465;7;386
4171;8;72
3986;7;337
27426;20;435
4703;7;368
47311;41;348
35258;28;36
1957;0;98
27391;16;372
5355;9;334
15937;56;82
4041;11;4
31375;82;351
8927;32;319
9708;32;81
10201;24;366
9770;17;330
6894;10;316
1917;3;330
52007;27;84
1153;2;349
2595;3;347
78871;35;363
1618;2;7
7222;42;376
17608;25;36
7109;13;373
4732;3;52
11206;33;0
11664;24;318
13788;23;334
6359;12;316
11455;26;36
7720;13;84
9463;19;336
29867;38;10
29225;48;10
92380;116;10
12910;12;367
4528;5;7
70493;35;370
9518;11;67
8589;23;36
3846;5;316
15076;40;55
25399;64;390
261451;521;482
15689;28;67
12756;34;316
25654;53;425
4720;8;0
4827;7;331
2258;3;316
3968;29;346
8494;14;407
1048789;557;357
2291;3;455
60759;92;22
45817;86;95
6009;12;361
56026;94;446
24660;41;316
56524;93;327
38098;64;322
238045;508;38
45319;84;47
36818;121;12
20836;24;140
15513;15;389
18925;9;316
19174;76;10
2349;4;321
11455;30;86
30669;24;423
33619;30;316
21163;11;82
48434;52;361
6237;16;365
14941;35;30
24198;42;45
98369;205;51
5479;9;43
6036;1;424
63681;112;322
44323;55;385
64991;51;27
13448;18;316
3283;10;432
106325;129;316
33484;109;349
8541;7;2
16317;26;0
20917;40;11
75252;112;36
3361;14;375
6218;17;316
583907;574;316
12423;39;361
570959;316;367
63746;73;386
2670;4;350
68949;61;49
8289;26;4
14573;17;43
72709;164;316
135706;237;316
107320;329;363
33974;29;427
37104;66;318
3976;4;99
12776;17;22
3192;9;406
3143;9;316
7146;14;325
33616;88;62
28639;44;18
11710;22;346
5022;9;339
53536;105;344
7614;12;316
11291;12;361
7821;5;361
4037;12;1
29239;71;361
36355;51;366
12310;26;370
4199;3;316
8091;10;58
62500;58;361
14512;29;96
18178;50;333
331997;174;408
100846;93;364
7766;12;316
30628;40;334
9865;20;125
15264;17;0
3797;7;55
5998;9;0
3993;16;321
2913;8;14
6498;16;316
8323;25;9
4067;10;107
